Sample no,Year,barangay,sex,age,disease,cases
13103,2018,Malinta,male,30-34,M25,1
13104,2018,Malinta,female,30-34,M25,0
13105,2018,Malinta,male,35-39,M25,0
13106,2018,Malinta,female,35-39,M25,0
13107,2018,Malinta,male,40-44,M25,0
13108,2018,Malinta,female,40-44,M25,1
13109,2018,Malinta,male,45-49,M25,0
13110,2018,Malinta,female,45-49,M25,6
13111,2018,Malinta,male,50-54,M25,2
13112,2018,Malinta,female,50-54,M25,2
13113,2018,Malinta,male,55-59,M25,1
13114,2018,Malinta,female,55-59,M25,3
13115,2018,Malinta,male,60-64,M25,1
13116,2018,Malinta,female,60-64,M25,3
13117,2018,Malinta,male,65-69,M25,4
13118,2018,Malinta,female,65-69,M25,10
13119,2018,Malinta,male,70 Above,M25,0
13120,2018,Malinta,female,70 Above,M25,7
13121,2018,Malinta,male,under 1,N39,1
13122,2018,Malinta,female,under 1,N39,0
13123,2018,Malinta,male,1-4,N39,4
13124,2018,Malinta,female,1-4,N39,3
13125,2018,Malinta,male,5-9,N39,3
13126,2018,Malinta,female,5-9,N39,4
13127,2018,Malinta,male,10-14,N39,1
13128,2018,Malinta,female,10-14,N39,2
13129,2018,Malinta,male,15-19,N39,1
13130,2018,Malinta,female,15-19,N39,1
13131,2018,Malinta,male,20-24,N39,1
13132,2018,Malinta,female,20-24,N39,2
13133,2018,Malinta,male,25-29,N39,1
13134,2018,Malinta,female,25-29,N39,0
13135,2018,Malinta,male,30-34,N39,1
13136,2018,Malinta,female,30-34,N39,1
13137,2018,Malinta,male,35-39,N39,0
13138,2018,Malinta,female,35-39,N39,3
13139,2018,Malinta,male,40-44,N39,0
13140,2018,Malinta,female,40-44,N39,0
13141,2018,Malinta,male,45-49,N39,1
13142,2018,Malinta,female,45-49,N39,0
13143,2018,Malinta,male,50-54,N39,0
13144,2018,Malinta,female,50-54,N39,2
13145,2018,Malinta,male,55-59,N39,0
13146,2018,Malinta,female,55-59,N39,2
13147,2018,Malinta,male,60-64,N39,1
13148,2018,Malinta,female,60-64,N39,0
13149,2018,Malinta,male,65-69,N39,2
13150,2018,Malinta,female,65-69,N39,1
13151,2018,Malinta,male,70 Above,N39,0
13152,2018,Malinta,female,70 Above,N39,1
13153,2018,Malinta,male,under 1,K52,3
13154,2018,Malinta,female,under 1,K52,1
13155,2018,Malinta,male,1-4,K52,4
13156,2018,Malinta,female,1-4,K52,3
13157,2018,Malinta,male,5-9,K52,2
13158,2018,Malinta,female,5-9,K52,2
13159,2018,Malinta,male,10-14,K52,12
13160,2018,Malinta,female,10-14,K52,0
13161,2018,Malinta,male,15-19,K52,1
13162,2018,Malinta,female,15-19,K52,1
13163,2018,Malinta,male,20-24,K52,1
13164,2018,Malinta,female,20-24,K52,1
13165,2018,Malinta,male,25-29,K52,1
13166,2018,Malinta,female,25-29,K52,1
13167,2018,Malinta,male,30-34,K52,0
13168,2018,Malinta,female,30-34,K52,0
13169,2018,Malinta,male,35-39,K52,1
13170,2018,Malinta,female,35-39,K52,0
13171,2018,Malinta,male,40-44,K52,0
13172,2018,Malinta,female,40-44,K52,0
13173,2018,Malinta,male,45-49,K52,1
13174,2018,Malinta,female,45-49,K52,0
13175,2018,Malinta,male,50-54,K52,0
13176,2018,Malinta,female,50-54,K52,0
13177,2018,Malinta,male,55-59,K52,0
13178,2018,Malinta,female,55-59,K52,0
13179,2018,Malinta,male,60-64,K52,0
13180,2018,Malinta,female,60-64,K52,0
13181,2018,Malinta,male,65-69,K52,0
13182,2018,Malinta,female,65-69,K52,0
13183,2018,Malinta,male,70 Above,K52,0
13184,2018,Malinta,female,70 Above,K52,0
13185,2018,Malinta,male,under 1,T14,0
13186,2018,Malinta,female,under 1,T14,0
13187,2018,Malinta,male,1-4,T14,1
13188,2018,Malinta,female,1-4,T14,1
13189,2018,Malinta,male,5-9,T14,5
13190,2018,Malinta,female,5-9,T14,1
13191,2018,Malinta,male,10-14,T14,6
13192,2018,Malinta,female,10-14,T14,0
13193,2018,Malinta,male,15-19,T14,0
13194,2018,Malinta,female,15-19,T14,1
13195,2018,Malinta,male,20-24,T14,1
13196,2018,Malinta,female,20-24,T14,2
13197,2018,Malinta,male,25-29,T14,1
13198,2018,Malinta,female,25-29,T14,0
13199,2018,Malinta,male,30-34,T14,0
13200,2018,Malinta,female,30-34,T14,0
13201,2018,Malinta,male,35-39,T14,0
13202,2018,Malinta,female,35-39,T14,0
13203,2018,Malinta,male,40-44,T14,1
13204,2018,Malinta,female,40-44,T14,1
13205,2018,Malinta,male,45-49,T14,0
13206,2018,Malinta,female,45-49,T14,1
13207,2018,Malinta,male,50-54,T14,0
13208,2018,Malinta,female,50-54,T14,1
13209,2018,Malinta,male,55-59,T14,0
13210,2018,Malinta,female,55-59,T14,1
13211,2018,Malinta,male,60-64,T14,0
13212,2018,Malinta,female,60-64,T14,0
13213,2018,Malinta,male,65-69,T14,0
13214,2018,Malinta,female,65-69,T14,0
13215,2018,Malinta,male,70 Above,T14,0
13216,2018,Malinta,female,70 Above,T14,1
13217,2018,Malinta,male,under 1,L01,2
13218,2018,Malinta,female,under 1,L01,1
13219,2018,Malinta,male,1-4,L01,2
13220,2018,Malinta,female,1-4,L01,3
13221,2018,Malinta,male,5-9,L01,4
13222,2018,Malinta,female,5-9,L01,1
13223,2018,Malinta,male,10-14,L01,2
13224,2018,Malinta,female,10-14,L01,1
13225,2018,Malinta,male,15-19,L01,0
13226,2018,Malinta,female,15-19,L01,0
13227,2018,Malinta,male,20-24,L01,0
13228,2018,Malinta,female,20-24,L01,0
13229,2018,Malinta,male,25-29,L01,0
13230,2018,Malinta,female,25-29,L01,1
13231,2018,Malinta,male,30-34,L01,0
13232,2018,Malinta,female,30-34,L01,1
13233,2018,Malinta,male,35-39,L01,0
13234,2018,Malinta,female,35-39,L01,0
13235,2018,Malinta,male,40-44,L01,0
13236,2018,Malinta,female,40-44,L01,0
13237,2018,Malinta,male,45-49,L01,0
13238,2018,Malinta,female,45-49,L01,0
13239,2018,Malinta,male,50-54,L01,0
13240,2018,Malinta,female,50-54,L01,0
13241,2018,Malinta,male,55-59,L01,0
13242,2018,Malinta,female,55-59,L01,0
13243,2018,Malinta,male,60-64,L01,1
13244,2018,Malinta,female,60-64,L01,0
13245,2018,Malinta,male,65-69,L01,0
13246,2018,Malinta,female,65-69,L01,1
13247,2018,Malinta,male,70 Above,L01,0
13248,2018,Malinta,female,70 Above,L01,0
13249,2018,Mayondon,male,under 1,J06,153
13250,2018,Mayondon,female,under 1,J06,171
13251,2018,Mayondon,male,1-4,J06,436
13252,2018,Mayondon,female,1-4,J06,433
13253,2018,Mayondon,male,5-9,J06,276
13254,2018,Mayondon,female,5-9,J06,265
13255,2018,Mayondon,male,10-14,J06,118
13256,2018,Mayondon,female,10-14,J06,135
13257,2018,Mayondon,male,15-19,J06,78
13258,2018,Mayondon,female,15-19,J06,66
13259,2018,Mayondon,male,20-24,J06,59
13260,2018,Mayondon,female,20-24,J06,86
13261,2018,Mayondon,male,25-29,J06,71
13262,2018,Mayondon,female,25-29,J06,68
13263,2018,Mayondon,male,30-34,J06,45
13264,2018,Mayondon,female,30-34,J06,71
13265,2018,Mayondon,male,35-39,J06,45
13266,2018,Mayondon,female,35-39,J06,35
13267,2018,Mayondon,male,40-44,J06,24
13268,2018,Mayondon,female,40-44,J06,44
13269,2018,Mayondon,male,45-49,J06,30
13270,2018,Mayondon,female,45-49,J06,36
13271,2018,Mayondon,male,50-54,J06,33
13272,2018,Mayondon,female,50-54,J06,44
13273,2018,Mayondon,male,55-59,J06,27
13274,2018,Mayondon,female,55-59,J06,46
13275,2018,Mayondon,male,60-64,J06,26
13276,2018,Mayondon,female,60-64,J06,37
13277,2018,Mayondon,male,65-69,J06,21
13278,2018,Mayondon,female,65-69,J06,27
13279,2018,Mayondon,male,70 Above,J06,17
13280,2018,Mayondon,female,70 Above,J06,32
13281,2018,Mayondon,male,under 1,J22,43
13282,2018,Mayondon,female,under 1,J22,41
13283,2018,Mayondon,male,1-4,J22,87
13284,2018,Mayondon,female,1-4,J22,124
13285,2018,Mayondon,male,5-9,J22,69
13286,2018,Mayondon,female,5-9,J22,56
13287,2018,Mayondon,male,10-14,J22,25
13288,2018,Mayondon,female,10-14,J22,17
13289,2018,Mayondon,male,15-19,J22,18
13290,2018,Mayondon,female,15-19,J22,12
13291,2018,Mayondon,male,20-24,J22,14
13292,2018,Mayondon,female,20-24,J22,15
13293,2018,Mayondon,male,25-29,J22,12
13294,2018,Mayondon,female,25-29,J22,18
13295,2018,Mayondon,male,30-34,J22,6
13296,2018,Mayondon,female,30-34,J22,14
13297,2018,Mayondon,male,35-39,J22,10
13298,2018,Mayondon,female,35-39,J22,14
13299,2018,Mayondon,male,40-44,J22,9
13300,2018,Mayondon,female,40-44,J22,15
13301,2018,Mayondon,male,45-49,J22,4
13302,2018,Mayondon,female,45-49,J22,12
13303,2018,Mayondon,male,50-54,J22,10
13304,2018,Mayondon,female,50-54,J22,12
13305,2018,Mayondon,male,55-59,J22,7
13306,2018,Mayondon,female,55-59,J22,12
13307,2018,Mayondon,male,60-64,J22,7
13308,2018,Mayondon,female,60-64,J22,10
13309,2018,Mayondon,male,65-69,J22,6
13310,2018,Mayondon,female,65-69,J22,11
13311,2018,Mayondon,male,70 Above,J22,9
13312,2018,Mayondon,female,70 Above,J22,12
13313,2018,Mayondon,male,under 1,T79,6
13314,2018,Mayondon,female,under 1,T79,5
13315,2018,Mayondon,male,1-4,T79,70
13316,2018,Mayondon,female,1-4,T79,73
13317,2018,Mayondon,male,5-9,T79,64
13318,2018,Mayondon,female,5-9,T79,51
13319,2018,Mayondon,male,10-14,T79,23
13320,2018,Mayondon,female,10-14,T79,23
13321,2018,Mayondon,male,15-19,T79,20
13322,2018,Mayondon,female,15-19,T79,20
13323,2018,Mayondon,male,20-24,T79,17
13324,2018,Mayondon,female,20-24,T79,15
13325,2018,Mayondon,male,25-29,T79,12
13326,2018,Mayondon,female,25-29,T79,16
13327,2018,Mayondon,male,30-34,T79,10
13328,2018,Mayondon,female,30-34,T79,7
13329,2018,Mayondon,male,35-39,T79,10
13330,2018,Mayondon,female,35-39,T79,7
13331,2018,Mayondon,male,40-44,T79,4
13332,2018,Mayondon,female,40-44,T79,7
13333,2018,Mayondon,male,45-49,T79,8
13334,2018,Mayondon,female,45-49,T79,5
13335,2018,Mayondon,male,50-54,T79,4
13336,2018,Mayondon,female,50-54,T79,9
13337,2018,Mayondon,male,55-59,T79,7
13338,2018,Mayondon,female,55-59,T79,5
13339,2018,Mayondon,male,60-64,T79,6
13340,2018,Mayondon,female,60-64,T79,5
13341,2018,Mayondon,male,65-69,T79,6
13342,2018,Mayondon,female,65-69,T79,5
13343,2018,Mayondon,male,70 Above,T79,1
13344,2018,Mayondon,female,70 Above,T79,4
13345,2018,Mayondon,male,under 1,B34,24
13346,2018,Mayondon,female,under 1,B34,31
13347,2018,Mayondon,male,1-4,B34,60
13348,2018,Mayondon,female,1-4,B34,75
13349,2018,Mayondon,male,5-9,B34,38
13350,2018,Mayondon,female,5-9,B34,41
13351,2018,Mayondon,male,10-14,B34,26
13352,2018,Mayondon,female,10-14,B34,32
13353,2018,Mayondon,male,15-19,B34,11
13354,2018,Mayondon,female,15-19,B34,10
13355,2018,Mayondon,male,20-24,B34,12
13356,2018,Mayondon,female,20-24,B34,14
13357,2018,Mayondon,male,25-29,B34,8
13358,2018,Mayondon,female,25-29,B34,14
13359,2018,Mayondon,male,30-34,B34,8
13360,2018,Mayondon,female,30-34,B34,13
13361,2018,Mayondon,male,35-39,B34,6
13362,2018,Mayondon,female,35-39,B34,6
13363,2018,Mayondon,male,40-44,B34,4
13364,2018,Mayondon,female,40-44,B34,7
13365,2018,Mayondon,male,45-49,B34,4
13366,2018,Mayondon,female,45-49,B34,3
13367,2018,Mayondon,male,50-54,B34,1
13368,2018,Mayondon,female,50-54,B34,6
13369,2018,Mayondon,male,55-59,B34,4
13370,2018,Mayondon,female,55-59,B34,5
13371,2018,Mayondon,male,60-64,B34,2
13372,2018,Mayondon,female,60-64,B34,4
13373,2018,Mayondon,male,65-69,B34,1
13374,2018,Mayondon,female,65-69,B34,0
13375,2018,Mayondon,male,70 Above,B34,0
13376,2018,Mayondon,female,70 Above,B34,2
13377,2018,Mayondon,male,under 1,A09,18
13378,2018,Mayondon,female,under 1,A09,18
13379,2018,Mayondon,male,1-4,A09,73
13380,2018,Mayondon,female,1-4,A09,71
13381,2018,Mayondon,male,5-9,A09,38
13382,2018,Mayondon,female,5-9,A09,30
13383,2018,Mayondon,male,10-14,A09,11
13384,2018,Mayondon,female,10-14,A09,12
13385,2018,Mayondon,male,15-19,A09,8
13386,2018,Mayondon,female,15-19,A09,8
13387,2018,Mayondon,male,20-24,A09,14
13388,2018,Mayondon,female,20-24,A09,13
13389,2018,Mayondon,male,25-29,A09,7
13390,2018,Mayondon,female,25-29,A09,7
13391,2018,Mayondon,male,30-34,A09,5
13392,2018,Mayondon,female,30-34,A09,7
13393,2018,Mayondon,male,35-39,A09,1
13394,2018,Mayondon,female,35-39,A09,3
13395,2018,Mayondon,male,40-44,A09,3
13396,2018,Mayondon,female,40-44,A09,6
13397,2018,Mayondon,male,45-49,A09,2
13398,2018,Mayondon,female,45-49,A09,2
13399,2018,Mayondon,male,50-54,A09,1
13400,2018,Mayondon,female,50-54,A09,0
13401,2018,Mayondon,male,55-59,A09,0
13402,2018,Mayondon,female,55-59,A09,5
13403,2018,Mayondon,male,60-64,A09,0
13404,2018,Mayondon,female,60-64,A09,2
13405,2018,Mayondon,male,65-69,A09,1
13406,2018,Mayondon,female,65-69,A09,1
13407,2018,Mayondon,male,70 Above,A09,1
13408,2018,Mayondon,female,70 Above,A09,2
13409,2018,Mayondon,male,under 1,N39,3
13410,2018,Mayondon,female,under 1,N39,5
13411,2018,Mayondon,male,1-4,N39,35
13412,2018,Mayondon,female,1-4,N39,27
13413,2018,Mayondon,male,5-9,N39,25
13414,2018,Mayondon,female,5-9,N39,35
13415,2018,Mayondon,male,10-14,N39,18
13416,2018,Mayondon,female,10-14,N39,16
13417,2018,Mayondon,male,15-19,N39,11
13418,2018,Mayondon,female,15-19,N39,11
13419,2018,Mayondon,male,20-24,N39,5
13420,2018,Mayondon,female,20-24,N39,13
13421,2018,Mayondon,male,25-29,N39,11
13422,2018,Mayondon,female,25-29,N39,6
13423,2018,Mayondon,male,30-34,N39,9
13424,2018,Mayondon,female,30-34,N39,15
13425,2018,Mayondon,male,35-39,N39,8
13426,2018,Mayondon,female,35-39,N39,16
13427,2018,Mayondon,male,40-44,N39,2
13428,2018,Mayondon,female,40-44,N39,7
13429,2018,Mayondon,male,45-49,N39,2
13430,2018,Mayondon,female,45-49,N39,9
13431,2018,Mayondon,male,50-54,N39,4
13432,2018,Mayondon,female,50-54,N39,8
13433,2018,Mayondon,male,55-59,N39,2
13434,2018,Mayondon,female,55-59,N39,8
13435,2018,Mayondon,male,60-64,N39,1
13436,2018,Mayondon,female,60-64,N39,3
13437,2018,Mayondon,male,65-69,N39,0
13438,2018,Mayondon,female,65-69,N39,5
13439,2018,Mayondon,male,70 Above,N39,4
13440,2018,Mayondon,female,70 Above,N39,4
13441,2018,Mayondon,male,under 1,T78,7
13442,2018,Mayondon,female,under 1,T78,10
13443,2018,Mayondon,male,1-4,T78,26
13444,2018,Mayondon,female,1-4,T78,30
13445,2018,Mayondon,male,5-9,T78,25
13446,2018,Mayondon,female,5-9,T78,21
13447,2018,Mayondon,male,10-14,T78,15
13448,2018,Mayondon,female,10-14,T78,13
13449,2018,Mayondon,male,15-19,T78,5
13450,2018,Mayondon,female,15-19,T78,17
13451,2018,Mayondon,male,20-24,T78,5
13452,2018,Mayondon,female,20-24,T78,11
13453,2018,Mayondon,male,25-29,T78,8
13454,2018,Mayondon,female,25-29,T78,5
13455,2018,Mayondon,male,30-34,T78,2
13456,2018,Mayondon,female,30-34,T78,14
13457,2018,Mayondon,male,35-39,T78,3
13458,2018,Mayondon,female,35-39,T78,10
13459,2018,Mayondon,male,40-44,T78,3
13460,2018,Mayondon,female,40-44,T78,14
13461,2018,Mayondon,male,45-49,T78,3
13462,2018,Mayondon,female,45-49,T78,6
13463,2018,Mayondon,male,50-54,T78,4
13464,2018,Mayondon,female,50-54,T78,11
13465,2018,Mayondon,male,55-59,T78,4
13466,2018,Mayondon,female,55-59,T78,6
13467,2018,Mayondon,male,60-64,T78,1
13468,2018,Mayondon,female,60-64,T78,5
13469,2018,Mayondon,male,65-69,T78,1
13470,2018,Mayondon,female,65-69,T78,3
13471,2018,Mayondon,male,70 Above,T78,3
13472,2018,Mayondon,female,70 Above,T78,3
13473,2018,Mayondon,male,under 1,J45,6
13474,2018,Mayondon,female,under 1,J45,6
13475,2018,Mayondon,male,1-4,J45,32
13476,2018,Mayondon,female,1-4,J45,31
13477,2018,Mayondon,male,5-9,J45,22
13478,2018,Mayondon,female,5-9,J45,22
13479,2018,Mayondon,male,10-14,J45,12
13480,2018,Mayondon,female,10-14,J45,15
13481,2018,Mayondon,male,15-19,J45,8
13482,2018,Mayondon,female,15-19,J45,11
13483,2018,Mayondon,male,20-24,J45,8
13484,2018,Mayondon,female,20-24,J45,10
13485,2018,Mayondon,male,25-29,J45,6
13486,2018,Mayondon,female,25-29,J45,7
13487,2018,Mayondon,male,30-34,J45,5
13488,2018,Mayondon,female,30-34,J45,3
13489,2018,Mayondon,male,35-39,J45,5
13490,2018,Mayondon,female,35-39,J45,6
13491,2018,Mayondon,male,40-44,J45,7
13492,2018,Mayondon,female,40-44,J45,5
13493,2018,Mayondon,male,45-49,J45,3
13494,2018,Mayondon,female,45-49,J45,5
13495,2018,Mayondon,male,50-54,J45,3
13496,2018,Mayondon,female,50-54,J45,4
13497,2018,Mayondon,male,55-59,J45,4
13498,2018,Mayondon,female,55-59,J45,3
13499,2018,Mayondon,male,60-64,J45,2
13500,2018,Mayondon,female,60-64,J45,7
13501,2018,Mayondon,male,65-69,J45,6
13502,2018,Mayondon,female,65-69,J45,4
13503,2018,Mayondon,male,70 Above,J45,2
13504,2018,Mayondon,female,70 Above,J45,5
13505,2018,Mayondon,male,under 1,W54,0
13506,2018,Mayondon,female,under 1,W54,0
13507,2018,Mayondon,male,1-4,W54,11
13508,2018,Mayondon,female,1-4,W54,6
13509,2018,Mayondon,male,5-9,W54,23
13510,2018,Mayondon,female,5-9,W54,16
13511,2018,Mayondon,male,10-14,W54,16
13512,2018,Mayondon,female,10-14,W54,9
13513,2018,Mayondon,male,15-19,W54,12
13514,2018,Mayondon,female,15-19,W54,12
13515,2018,Mayondon,male,20-24,W54,11
13516,2018,Mayondon,female,20-24,W54,3
13517,2018,Mayondon,male,25-29,W54,15
13518,2018,Mayondon,female,25-29,W54,2
13519,2018,Mayondon,male,30-34,W54,6
13520,2018,Mayondon,female,30-34,W54,4
13521,2018,Mayondon,male,35-39,W54,7
13522,2018,Mayondon,female,35-39,W54,8
13523,2018,Mayondon,male,40-44,W54,6
13524,2018,Mayondon,female,40-44,W54,5
13525,2018,Mayondon,male,45-49,W54,4
13526,2018,Mayondon,female,45-49,W54,7
13527,2018,Mayondon,male,50-54,W54,9
13528,2018,Mayondon,female,50-54,W54,9
13529,2018,Mayondon,male,55-59,W54,4
13530,2018,Mayondon,female,55-59,W54,8
13531,2018,Mayondon,male,60-64,W54,3
13532,2018,Mayondon,female,60-64,W54,3
13533,2018,Mayondon,male,65-69,W54,2
13534,2018,Mayondon,female,65-69,W54,2
13535,2018,Mayondon,male,70 Above,W54,2
13536,2018,Mayondon,female,70 Above,W54,6
13537,2018,Mayondon,male,under 1,L02,5
13538,2018,Mayondon,female,under 1,L02,4
13539,2018,Mayondon,male,1-4,L02,27
13540,2018,Mayondon,female,1-4,L02,26
13541,2018,Mayondon,male,5-9,L02,10
13542,2018,Mayondon,female,5-9,L02,10
13543,2018,Mayondon,male,10-14,L02,6
13544,2018,Mayondon,female,10-14,L02,8
13545,2018,Mayondon,male,15-19,L02,5
13546,2018,Mayondon,female,15-19,L02,11
13547,2018,Mayondon,male,20-24,L02,5
13548,2018,Mayondon,female,20-24,L02,5
13549,2018,Mayondon,male,25-29,L02,10
13550,2018,Mayondon,female,25-29,L02,8
13551,2018,Mayondon,male,30-34,L02,3
13552,2018,Mayondon,female,30-34,L02,7
13553,2018,Mayondon,male,35-39,L02,3
13554,2018,Mayondon,female,35-39,L02,7
13555,2018,Mayondon,male,40-44,L02,6
13556,2018,Mayondon,female,40-44,L02,9
13557,2018,Mayondon,male,45-49,L02,7
13558,2018,Mayondon,female,45-49,L02,4
13559,2018,Mayondon,male,50-54,L02,6
13560,2018,Mayondon,female,50-54,L02,2
13561,2018,Mayondon,male,55-59,L02,1
13562,2018,Mayondon,female,55-59,L02,3
13563,2018,Mayondon,male,60-64,L02,0
13564,2018,Mayondon,female,60-64,L02,4
13565,2018,Mayondon,male,65-69,L02,0
13566,2018,Mayondon,female,65-69,L02,1
13567,2018,Mayondon,male,70 Above,L02,0
13568,2018,Mayondon,female,70 Above,L02,0
13569,2018,Mayondon,male,under 1,M79,0
13570,2018,Mayondon,female,under 1,M79,0
13571,2018,Mayondon,male,1-4,M79,2
13572,2018,Mayondon,female,1-4,M79,2
13573,2018,Mayondon,male,5-9,M79,0
13574,2018,Mayondon,female,5-9,M79,3
13575,2018,Mayondon,male,10-14,M79,0
13576,2018,Mayondon,female,10-14,M79,2
13577,2018,Mayondon,male,15-19,M79,6
13578,2018,Mayondon,female,15-19,M79,4
13579,2018,Mayondon,male,20-24,M79,7
13580,2018,Mayondon,female,20-24,M79,5
13581,2018,Mayondon,male,25-29,M79,6
13582,2018,Mayondon,female,25-29,M79,8
13583,2018,Mayondon,male,30-34,M79,2
13584,2018,Mayondon,female,30-34,M79,12
13585,2018,Mayondon,male,35-39,M79,5
13586,2018,Mayondon,female,35-39,M79,3
13587,2018,Mayondon,male,40-44,M79,4
13588,2018,Mayondon,female,40-44,M79,6
13589,2018,Mayondon,male,45-49,M79,4
13590,2018,Mayondon,female,45-49,M79,8
13591,2018,Mayondon,male,50-54,M79,6
13592,2018,Mayondon,female,50-54,M79,19
13593,2018,Mayondon,male,55-59,M79,7
13594,2018,Mayondon,female,55-59,M79,9
13595,2018,Mayondon,male,60-64,M79,4
13596,2018,Mayondon,female,60-64,M79,11
13597,2018,Mayondon,male,65-69,M79,2
13598,2018,Mayondon,female,65-69,M79,7
13599,2018,Mayondon,male,70 Above,M79,1
13600,2018,Mayondon,female,70 Above,M79,4
13601,2018,Mayondon,male,under 1,K04,0
13602,2018,Mayondon,female,under 1,K04,0
13603,2018,Mayondon,male,1-4,K04,19
13604,2018,Mayondon,female,1-4,K04,14
13605,2018,Mayondon,male,5-9,K04,17
13606,2018,Mayondon,female,5-9,K04,13
13607,2018,Mayondon,male,10-14,K04,5
13608,2018,Mayondon,female,10-14,K04,6
13609,2018,Mayondon,male,15-19,K04,4
13610,2018,Mayondon,female,15-19,K04,3
13611,2018,Mayondon,male,20-24,K04,2
13612,2018,Mayondon,female,20-24,K04,6
13613,2018,Mayondon,male,25-29,K04,8
13614,2018,Mayondon,female,25-29,K04,10
13615,2018,Mayondon,male,30-34,K04,3
13616,2018,Mayondon,female,30-34,K04,3
13617,2018,Mayondon,male,35-39,K04,7
13618,2018,Mayondon,female,35-39,K04,6
13619,2018,Mayondon,male,40-44,K04,4
13620,2018,Mayondon,female,40-44,K04,3
13621,2018,Mayondon,male,45-49,K04,4
13622,2018,Mayondon,female,45-49,K04,3
13623,2018,Mayondon,male,50-54,K04,1
13624,2018,Mayondon,female,50-54,K04,2
13625,2018,Mayondon,male,55-59,K04,1
13626,2018,Mayondon,female,55-59,K04,0
13627,2018,Mayondon,male,60-64,K04,0
13628,2018,Mayondon,female,60-64,K04,0
13629,2018,Mayondon,male,65-69,K04,1
13630,2018,Mayondon,female,65-69,K04,1
13631,2018,Mayondon,male,70 Above,K04,0
13632,2018,Mayondon,female,70 Above,K04,3
13633,2018,Mayondon,male,under 1,W55,0
13634,2018,Mayondon,female,under 1,W55,0
13635,2018,Mayondon,male,1-4,W55,8
13636,2018,Mayondon,female,1-4,W55,7
13637,2018,Mayondon,male,5-9,W55,10
13638,2018,Mayondon,female,5-9,W55,11
13639,2018,Mayondon,male,10-14,W55,8
13640,2018,Mayondon,female,10-14,W55,3
13641,2018,Mayondon,male,15-19,W55,5
